id,name,weight,height,armSpan,legSwing,weightCategory.id,weightCategory.name,dateOfBirth,country,city,timezone
1705,Ian Freeman,102.06,180.34,180.34,101.7,9,Тяжелый вес,1966-11-10,United Kingdom,,Europe/London
1706,Eddie Ruiz,70.31,170.18,170.18,101.7,6,Полусредний вес,1967-06-10,USA,,America/New_York
1707,Romie Aram,77.11,177.8,177.8,101.7,7,Средний вес,1977-12-02,USA,,America/New_York
1708,Sean Alvarez,106.59,182.88,182.88,101.7,9,Тяжелый вес,1971-07-14,USA,,America/New_York
1709,Mark Weir,83.91,187.96,187.96,101.7,7,Средний вес,1967-09-19,United Kingdom,,Europe/London
1710,Richard Crunkilton,70.31,170.18,170.18,101.7,6,Полусредний вес,1979-11-25,,,
1711,Alexandre Dantas,107.96,187.96,187.96,101.7,9,Тяжелый вес,1979-03-01,Brazil,,America/Sao_Paulo
1712,Gil Castillo,77.11,175.26,175.26,101.7,7,Средний вес,1965-10-21,USA,,America/New_York
1713,Phillip Miller,83.91,180.34,180.34,101.7,8,Полутяжелый вес,1979-02-20,USA,California,America/New_York
1714,James Zikic,92.99,187.96,187.96,101.7,8,Полутяжелый вес,1977-03-01,United Kingdom,,Europe/London
1715,Leigh Remedios,70.31,170.18,170.18,101.7,5,Легкий вес,1976-01-13,England,,
1716,Eugene Jackson,83.91,172.72,172.72,101.7,7,Средний вес,1966-09-23,USA,,America/New_York
1717,Chris Haseman,92.99,180.34,180.34,101.7,8,Полутяжелый вес,1969-06-02,Australia,,Australia/Brisbane
1718,Rodrigo Ruas,83.91,177.8,177.8,101.7,7,Средний вес,1977-10-06,Brazil,,America/Sao_Paulo
1719,Zach Light,77.11,172.72,172.72,101.7,7,Средний вес,1974-02-06,USA,,America/New_York
1720,Steve Berger,77.11,180.34,180.34,101.7,6,Полусредний вес,1973-05-20,USA,,America/New_York
1721,Amar Suloev,83.01,175.26,175.26,101.7,8,Полутяжелый вес,1976-07-01,Armenia,,Asia/Yerevan
1722,Murilo Bustamante,83.01,187.96,187.96,101.7,7,Средний вес,1966-07-30,Brazil,,America/Sao_Paulo
1723,Tsuyoshi Kohsaka,102.06,180.34,180.34,101.7,9,Тяжелый вес,1970-03-06,,,
1724,Andrei Semenov,83.91,182.88,182.88,101.7,7,Средний вес,1977-06-17,,,
1725,Paul Creighton,70.31,167.64,167.64,101.7,6,Полусредний вес,1970-06-04,USA,,America/New_York
1726,Hayato Sakurai,76.2,170.18,170.18,101.7,6,Полусредний вес,1975-08-24,Japan,Ryugasaki,Asia/Tokyo
1727,Pat Miletich,77.11,177.8,177.8,101.7,7,Средний вес,1968-03-09,USA,,America/New_York
1728,Pete Williams,106.59,190.5,190.5,101.7,9,Тяжелый вес,1975-07-10,USA,San Lorenzo,America/New_York
1729,Jutaro Nakao,77.11,175.26,175.26,101.7,6,Полусредний вес,1970-11-30,Japan,,Asia/Tokyo
1730,Kelly Dullanty,70.31,172.72,172.72,101.7,6,Полусредний вес,1977-11-04,USA,San Jose,America/Los_Angeles
1731,Kevin Randleman,92.99,177.8,177.8,101.7,8,Полутяжелый вес,1971-08-10,USA,,America/New_York
1732,Chris Brennan,77.11,172.72,172.72,101.7,7,Средний вес,1971-10-12,USA,,America/New_York
1733,Homer Moore,92.99,177.8,177.8,101.7,8,Полутяжелый вес,1971-11-27,USA,,America/New_York
1734,Bobby Hoffman,111.13,187.96,187.96,101.7,9,Тяжелый вес,1968-10-28,USA,Iowa,America/New_York
1735,Roberto Traven,102.97,190.5,190.5,101.7,9,Тяжелый вес,1968-09-16,Brazil,Rio De Janeiro,America/Sao_Paulo
1736,Fabiano Iha,70.31,172.72,172.72,101.7,5,Легкий вес,1970-07-28,Brazil,,America/Sao_Paulo
1737,Semmy Schilt,120.2,208.28,208.28,101.7,9,Тяжелый вес,1973-10-27,Netherlands,,Europe/Amsterdam
1738,Yuki Kondo,83.01,180.34,180.34,101.7,8,Полутяжелый вес,1975-07-17,Japan,Nagaoka,Asia/Tokyo
1739,Paul Rodriguez,70.31,170.18,170.18,101.7,6,Полусредний вес,1970-01-01,USA,Port Saint Lucie,
1740,Joey Gilbert,70.31,180.34,180.34,101.7,5,Легкий вес,1976-06-05,USA,,America/New_York
1741,Phil Johns,77.11,157.48,157.48,101.7,5,Легкий вес,1968-10-22,USA,,America/New_York
1742,Mark Robinson,120.2,182.88,182.88,101.7,14,Не определена,1970-01-01,USA,,America/New_York
1743,Yoji Anjo,92.99,180.34,180.34,101.7,8,Полутяжелый вес,1967-03-28,Japan,,Asia/Tokyo
1744,Kenichi Yamamoto,77.11,182.88,182.88,101.7,7,Средний вес,1976-07-11,Japan,,Asia/Tokyo
1745,Lance Gibson,83.91,175.26,183.0,101.7,7,Средний вес,1970-11-20,,,
1746,Daiju Takase,77.11,182.88,182.88,101.7,6,Полусредний вес,1978-04-20,Japan,,Asia/Tokyo
1747,Maurice Smith,100.24,187.96,187.96,101.7,9,Тяжелый вес,1961-12-13,USA,,America/New_York
1748,Mark Hughes,92.99,175.26,175.26,101.7,8,Полутяжелый вес,1973-10-13,USA,,America/New_York
1749,Alex Stiebling,92.99,187.96,187.96,101.7,8,Полутяжелый вес,1970-01-01,USA,,America/New_York
1750,John Lewis,70.31,182.88,182.88,101.7,5,Легкий вес,1970-01-01,USA,,America/New_York
1751,Ben Earwood,77.11,172.72,172.72,101.7,7,Средний вес,1970-01-01,USA,Bettendorf,
1752,Tedd Williams,124.74,185.42,185.42,101.7,14,Не определена,1969-12-19,USA,,America/New_York
1753,Laverne Clark,77.11,180.34,180.34,101.7,7,Средний вес,1973-12-02,USA,,America/New_York
1754,Tim Lajcik,102.06,185.42,185.42,101.7,9,Тяжелый вес,1965-06-21,USA,Redwood,
1755,Brad Gumm,77.11,180.34,180.34,101.7,7,Средний вес,1970-01-01,USA,Denver,America/Denver
1756,CJ Fernandes,77.11,187.96,187.96,101.7,7,Средний вес,1977-11-13,USA,,America/New_York
1757,Tyrone Roberts,83.91,175.26,175.26,101.7,7,Средний вес,1970-01-01,USA,,America/New_York
1758,David Dodd,90.72,187.96,187.96,101.7,8,Полутяжелый вес,1973-09-22,USA,Mesa,America/Phoenix
1759,Amaury Bitetti,83.91,175.26,175.26,101.7,7,Средний вес,1970-01-01,Brazil,,America/Sao_Paulo
1760,Alex Andrade,90.72,180.34,180.34,101.7,8,Полутяжелый вес,1974-05-14,USA,,America/New_York
1761,Marcelo Aguiar,77.11,177.8,177.8,101.7,8,Полутяжелый вес,1970-01-01,Brazil,,America/Sao_Paulo
1762,Joao Roque,70.31,167.64,167.64,101.7,6,Полусредний вес,1971-07-22,Angola,,Africa/Luanda
1763,Nate Schroeder,104.33,185.42,185.42,101.7,9,Тяжелый вес,1970-01-01,USA,Rock Island,
1764,Adrian Serrano,77.11,172.72,172.72,101.7,7,Средний вес,1963-12-23,USA,,America/New_York
1765,Ikuhisa Minowa,82.1,175.26,175.26,101.7,7,Средний вес,1976-01-12,Japan,Hashima,Asia/Tokyo
1766,Joe Slick,90.26,182.88,182.88,101.7,8,Полутяжелый вес,1977-10-17,USA,Davenport,America/Chicago
1767,Ron Waterman,127.01,187.96,187.96,101.7,14,Не определена,1965-11-23,USA,,America/New_York
1768,Satoshi Honma,92.99,185.42,185.42,101.7,8,Полутяжелый вес,1968-05-19,Japan,,Asia/Tokyo
1769,Sanae Kikuta,90.72,175.26,175.26,101.7,8,Полутяжелый вес,1971-09-10,Japan,Nerima-ku,Asia/Tokyo
1770,Steve Judson,104.33,180.34,180.34,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1771,Jermaine Andre,90.72,170.18,170.18,101.7,8,Полутяжелый вес,1970-01-01,USA,,America/New_York
1772,Scott Adams,102.06,182.88,182.88,101.7,9,Тяжелый вес,1970-01-01,USA,San Luis Obispo,America/Los_Angeles
1773,Bob Cook,77.11,175.26,175.26,101.7,7,Средний вес,1970-01-01,USA,,America/New_York
1774,David Velasquez,65.77,165.1,165.1,101.7,4,Полулегкий вес,1970-01-01,USA,San Jose,America/Los_Angeles
1775,Katsuhisa Fujii,92.99,182.88,182.88,101.7,8,Полутяжелый вес,1972-08-15,Japan,,Asia/Tokyo
1776,Masutatsu Yano,89.81,175.26,175.26,101.7,8,Полутяжелый вес,1975-07-11,Japan,,Asia/Tokyo
1777,Jason DeLucia,86.18,180.34,180.34,101.7,8,Полутяжелый вес,1969-07-24,USA,,America/New_York
1778,Frank Shamrock,83.91,177.8,177.8,101.7,8,Полутяжелый вес,1972-12-08,USA,,America/New_York
1779,Keiichiro Yamamiya,83.91,180.34,180.34,101.7,7,Средний вес,1972-07-12,Japan,Chigasaki,Asia/Tokyo
1780,Jason Godsey,104.33,187.96,187.96,101.7,9,Тяжелый вес,1970-01-01,USA,Indiana,America/New_York
1781,Paul Jones,90.26,175.26,175.26,101.7,8,Полутяжелый вес,1963-06-16,USA,,America/New_York
1782,Valeri Ignatov,77.11,175.26,175.26,101.7,7,Средний вес,1970-01-01,Bulgaria,,Europe/Sofia
1783,Lowell Anderson,72.57,167.64,167.64,101.7,6,Полусредний вес,1970-01-01,USA,,America/New_York
1784,Andre Pederneiras,70.31,172.72,172.72,101.7,6,Полусредний вес,1967-03-22,Brazil,,America/Sao_Paulo
1785,Brad Kohler,99.79,175.26,175.26,101.7,9,Тяжелый вес,1964-05-26,USA,,America/New_York
1786,Alfonso Alcarez,65.77,160.02,160.02,101.7,4,Полулегкий вес,1970-06-10,USA,,America/New_York
1787,Marco Ruas,95.25,185.42,185.42,101.7,8,Полутяжелый вес,1961-01-23,Brazil,,America/Sao_Paulo
1788,Flavio Luiz Moura,83.01,180.34,180.34,101.7,7,Средний вес,1970-01-01,Brazil,,America/Sao_Paulo
1789,Royce Alger,90.26,177.8,177.8,101.7,8,Полутяжелый вес,1970-01-01,USA,,America/New_York
1790,Travis Fulton,108.86,182.88,182.88,101.7,9,Тяжелый вес,1977-05-29,USA,Waterloo,America/Chicago
1791,Andre Roberts,156.49,187.96,187.96,101.7,14,Не определена,1965-02-24,USA,Tama,
1792,Bas Rutten,92.99,185.42,185.42,101.7,8,Полутяжелый вес,1965-02-24,Netherlands,,Europe/Amsterdam
1793,Marcelo Mello,77.11,170.18,170.18,101.7,6,Полусредний вес,1970-01-01,Brazil,,America/Sao_Paulo
1794,David Roberts,77.11,185.42,185.42,101.7,7,Средний вес,1975-11-15,USA,Tishomingo,
1795,Tony Petarra,88.9,180.34,180.34,101.7,8,Полутяжелый вес,1970-01-01,USA,Santa Maria,America/Sao_Paulo
1796,Gary Goodridge,112.94,190.5,190.5,101.7,9,Тяжелый вес,1966-01-17,USA,,America/New_York
1797,Chris Condo,151.95,182.88,182.88,101.7,14,Не определена,1970-01-01,USA,,America/New_York
1798,Guy Mezger,90.72,185.42,185.42,101.7,8,Полутяжелый вес,1968-01-01,USA,,America/New_York
1799,Jorge Patino,77.11,172.72,172.72,101.7,7,Средний вес,1973-08-05,Brazil,Sao Paulo,America/Sao_Paulo
1800,Sione Latu,97.52,182.88,182.88,101.7,9,Тяжелый вес,1970-01-01,,,
1801,Joey Roberts,90.72,187.96,187.96,101.7,8,Полутяжелый вес,1970-01-01,USA,,America/New_York
1802,Jerry Bohlander,90.26,180.34,180.34,101.7,8,Полутяжелый вес,1974-02-12,USA,Napa,America/Los_Angeles
1803,Darrel Gholar,88.0,172.72,172.72,101.7,8,Полутяжелый вес,1970-01-01,USA,,America/New_York
1804,Mikey Burnett,77.11,167.64,167.64,101.7,7,Средний вес,1974-04-12,USA,Tulsa,America/Chicago
1805,Townsend Saunders,77.11,165.1,165.1,101.7,7,Средний вес,1970-01-01,USA,,America/New_York
1807,John Lober,90.26,180.34,180.34,101.7,8,Полутяжелый вес,1968-02-26,USA,,America/New_York
1808,Ebenezer Fontes Braga,90.26,182.88,182.88,101.7,8,Полутяжелый вес,1969-04-14,Brazil,,America/Sao_Paulo
1809,Paulo Santos,65.41,168.0,173.0,101.7,4,Полулегкий вес,1970-01-01,Brazil,,America/Sao_Paulo
1810,Tulio Palhares,81.65,180.34,180.34,101.7,7,Средний вес,1970-01-01,Brazil,Sao Paulo,America/Sao_Paulo
1812,Hugo Duarte,108.86,182.88,182.88,101.7,9,Тяжелый вес,1968-08-09,Brazil,,America/Sao_Paulo
1813,Harry Moskowitz,124.74,195.58,195.58,101.7,14,Не определена,1970-01-01,USA,Mississippi,America/New_York
1814,Joe Pardo,95.25,185.42,185.42,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1815,Allan Goes,92.99,182.88,182.88,101.7,8,Полутяжелый вес,1971-04-20,Brazil,,America/Sao_Paulo
1816,Bob Gilstrap,90.72,190.5,190.5,101.7,8,Полутяжелый вес,1970-01-01,USA,Bellevue,
1818,Igor Zinoviev,90.26,185.42,185.42,101.7,8,Полутяжелый вес,1970-01-01,Russia,,Europe/Moscow
1819,Kevin Jackson,90.26,177.8,177.8,101.7,8,Полутяжелый вес,1970-01-01,USA,Phoenix,America/Phoenix
1820,Eugenio Tadeu,72.57,172.72,172.72,101.7,6,Полусредний вес,1970-01-01,Brazil,,America/Sao_Paulo
1821,Courtney Turner,77.11,187.96,187.96,101.7,7,Средний вес,1970-01-01,USA,,America/New_York
1822,Mark Kerr,120.66,190.5,190.5,101.7,9,Тяжелый вес,1968-12-21,USA,,America/New_York
1823,Dwayne Cason,96.16,177.8,177.8,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1824,Greg Stott,99.79,170.18,170.18,101.7,4,Полулегкий вес,1970-01-01,USA,,America/New_York
1825,Dave Beneteau,113.4,187.96,187.96,101.7,9,Тяжелый вес,1970-01-01,Canada,Ontario,America/Boise
1826,Carlos Barreto,104.33,193.04,193.04,101.7,9,Тяжелый вес,1970-01-01,Brazil,,America/Sao_Paulo
1827,Houston Dorr,95.25,185.42,185.42,101.7,9,Тяжелый вес,1970-01-01,USA,Mississippi,America/New_York
1828,Dan Bobish,156.49,187.96,187.96,101.7,6,Полусредний вес,1970-01-26,USA,,America/New_York
1829,Alex Hunter,102.51,175.26,175.26,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1830,Todd Butler,90.72,185.42,185.42,101.7,8,Полутяжелый вес,1970-01-01,USA,Erie,America/New_York
1831,Moti Horenstein,104.33,193.04,193.04,101.7,9,Тяжелый вес,1970-01-01,Israel,Ra'anana,Asia/Jerusalem
1832,Brian Johnston,104.33,190.5,190.5,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1834,Joe Moreira,88.45,180.34,180.34,101.7,8,Полутяжелый вес,1970-01-01,Brazil,Rio De Janeiro,America/Sao_Paulo
1835,Yuri Vaulin,89.36,193.04,193.04,101.7,8,Полутяжелый вес,1970-01-01,Latvia,Riga,Europe/Riga
1836,Donnie Chappell,80.74,180.34,180.34,101.7,7,Средний вес,1970-01-01,USA,,America/New_York
1837,Steven Graham,131.54,185.42,165.0,101.7,14,Не определена,1970-01-01,USA,,America/New_York
1838,Enson Inoue,95.25,177.8,177.8,101.7,9,Тяжелый вес,1967-04-15,USA,Honolulu,Pacific/Honolulu
1839,Dmitri Stepanov,98.43,190.5,190.5,101.7,9,Тяжелый вес,1970-01-01,,,
1840,Tony Halme,136.08,190.5,190.5,101.7,14,Не определена,1963-01-06,Finland,Helsinki,Europe/Helsinki
1841,Christophe Leninger,90.72,182.88,182.88,101.7,8,Полутяжелый вес,1970-01-01,,,
1844,Wes Albritton,85.28,177.8,177.8,101.7,8,Полутяжелый вес,1970-01-01,USA,,America/New_York
1845,Rainy Martinez,90.26,182.88,182.88,101.7,8,Полутяжелый вес,1970-01-01,USA,Tucson,America/Phoenix
1846,Nick Sanzo,86.18,175.26,175.26,101.7,8,Полутяжелый вес,1970-01-01,USA,Niskayuna,
1849,Yoshiki Takahashi,90.26,180.34,180.34,101.7,8,Полутяжелый вес,1969-03-13,,,
1850,Wallid Ismail,92.99,170.18,170.18,101.7,8,Полутяжелый вес,1968-02-23,Brazil,,America/Sao_Paulo
1851,Scott Ferrozzo,146.51,180.34,180.34,101.7,14,Не определена,1965-04-26,USA,,America/New_York
1852,Jim Mullen,97.52,185.42,185.42,101.7,9,Тяжелый вес,1970-01-01,USA,Simi Valley,
1853,Don Frye,99.34,185.42,185.42,101.7,9,Тяжелый вес,1965-11-23,USA,,America/New_York
1854,Mark Hall,86.18,182.88,182.88,101.7,8,Полутяжелый вес,1970-01-01,USA,,America/New_York
1855,Steve Nelmark,108.86,182.88,182.88,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1856,Paul Varelans,136.08,203.2,203.2,101.7,14,Не определена,1970-01-01,USA,,America/New_York
1857,Cal Worsham,104.33,180.34,180.34,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1858,Marcus Bossett,97.52,185.42,185.42,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1860,Julian Sanchez,136.08,190.5,190.5,101.7,14,Не определена,1970-01-01,USA,,America/New_York
1861,Reza Nasri,92.99,180.34,180.34,101.7,8,Полутяжелый вес,1970-01-01,Iran,,Asia/Tehran
1862,Sam Adkins,102.06,190.5,190.5,101.7,8,Полутяжелый вес,1965-04-26,USA,,America/New_York
1863,Fabio Gurgel,92.99,182.88,182.88,101.7,8,Полутяжелый вес,1970-01-01,Brazil,,America/Sao_Paulo
1865,John Campetella,106.59,175.26,175.26,101.7,9,Тяжелый вес,1970-01-01,,,
1866,Scott Fiedler,106.59,193.04,193.04,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1867,Geza Kalman,90.72,185.42,185.42,101.7,8,Полутяжелый вес,1970-01-01,Canada,,America/Montreal
1868,Dieusel Berto,90.72,175.26,175.26,101.7,8,Полутяжелый вес,1970-01-01,Haiti,,America/Port-au-Prince
1870,Zane Frazier,113.4,195.58,195.58,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1871,Mark Schultz,90.72,175.26,175.26,101.7,8,Полутяжелый вес,1970-01-01,USA,Palo Alto,America/Los_Angeles
1872,Rafael Carino,111.13,203.2,203.2,101.7,9,Тяжелый вес,1970-01-01,Brazil,,America/Sao_Paulo
1873,Matt Andersen,104.33,187.96,187.96,101.7,9,Тяжелый вес,1971-05-29,USA,,America/New_York
1874,Tai Bowden,104.33,180.34,180.34,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1875,Paul Herrera,83.91,177.8,177.8,101.7,7,Средний вес,1970-01-01,USA,Huntington Beach,
1876,Thomas Ramirez,185.97,185.42,185.42,101.7,14,Не определена,1970-01-01,USA,,America/Puerto_Rico
1877,Keith Mielke,83.91,172.72,172.72,101.7,7,Средний вес,1970-01-01,USA,San Diego,America/Los_Angeles
1878,Oleg Taktarov,95.25,182.88,182.88,101.7,9,Тяжелый вес,1967-08-26,Russia,,Europe/Moscow
1879,Keith Hackney,90.72,180.34,180.34,101.7,8,Полутяжелый вес,1970-01-01,USA,,America/New_York
1880,Steve Jennum,97.52,177.8,177.8,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1881,Joe Charles,117.93,185.42,185.42,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1882,Scott Bessac,111.13,193.04,193.04,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1883,Trent Jenkins,83.91,187.96,187.96,101.7,7,Средний вес,1970-01-01,USA,,America/New_York
1884,Remco Pardoel,117.93,190.5,190.5,101.7,9,Тяжелый вес,1970-01-01,Holland,Oss,
1885,Gerry Harris,122.47,203.2,203.2,101.7,14,Не определена,1970-01-01,USA,,America/New_York
1886,Larry Cureton,108.86,187.96,187.96,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1887,Ryan Parker,106.59,190.5,190.5,101.7,9,Тяжелый вес,1970-01-01,USA,,America/New_York
1888,Onassis Parungao,90.72,180.34,180.34,101.7,8,Полутяжелый вес,1970-01-01,Spain,Rota,Pacific/Saipan
1890,David Hood,90.72,182.88,182.88,101.7,8,Полутяжелый вес,1970-01-01,USA,,America/New_York
1891,Joel Sutton,92.99,180.34,180.34,101.7,8,Полутяжелый вес,1970-01-01,USA,Buffalo,America/New_York
1892,Anthony Macias,83.91,175.26,175.26,101.7,7,Средний вес,1970-01-01,USA,Oklahoma,America/New_York
1893,John Matua,181.44,187.96,187.96,101.7,14,Не определена,1970-01-01,USA,,America/New_York
1895,Patrick Smith,102.06,187.96,187.96,101.7,9,Тяжелый вес,1963-08-28,USA,,America/New_York
